real12,pred12,real3,pred3
68.0,68.44374,61.125,68.49694
68.666664,68.45189,68.75,68.492546
69.0,68.37555,68.375,68.39021
67.25,68.48182,67.875,68.51116
68.875,68.46386,62.22222,68.52003
66.25,68.47507,69.42857,68.4753
67.333336,68.33351,69.22222,68.30376
68.0,68.36342,69.44444,68.31761
69.25,68.47363,68.5,68.508224
68.333336,68.55009,68.0,68.58405
68.375,68.63986,68.666664,68.92435
68.5,68.709724,69.0,68.84094
68.75,68.55932,67.25,68.712006
69.0,68.70698,68.875,68.81954
67.888885,68.77558,66.25,68.82455
69.125,68.71428,67.333336,68.7509
68.77778,68.73665,68.0,68.79274
69.125,68.676125,69.25,68.69242
67.75,68.5193,68.333336,68.576805
66.25,68.540405,68.375,68.589226
69.125,68.57064,68.5,68.637924
68.333336,68.559235,68.75,68.63145
67.75,68.51313,69.0,68.60515
68.625,68.51079,67.888885,68.61801
66.625,68.506546,69.125,68.63699
68.0,68.51398,68.77778,68.679825
67.375,68.443665,69.125,68.603905
69.333336,68.47484,67.75,68.665665
68.0,68.49601,66.25,68.70004
68.5,68.52128,69.125,68.73948
67.55556,68.51005,68.333336,68.7155
69.25,68.2781,67.75,68.47085
69.0,68.32366,68.625,68.55337
67.75,68.34047,66.625,68.562355
68.625,68.28201,68.0,68.49468
67.125,68.250755,67.375,68.48311
67.625,68.06473,69.333336,68.3115
69.111115,67.98883,68.0,68.24695
69.125,67.92589,68.5,68.1781
66.75,67.93618,67.55556,68.2384
55.333332,67.91511,69.25,68.22002
56.375,67.94081,69.0,68.24866
67.375,67.89314,67.75,68.208694
67.888885,67.90033,68.625,68.30246
65.125,67.91827,67.125,68.34819
59.666668,67.86555,67.625,68.26271
51.8,67.89402,69.111115,68.28784
59.875,67.82187,69.125,68.18681
59.0,67.72484,66.75,68.06431
58.125,67.80281,55.333332,68.131836
57.285713,67.83427,56.375,68.13653
55.11111,67.48759,67.375,67.8153
56.5,67.22728,67.888885,67.67978
63.88889,66.85254,65.125,66.93717
63.5,67.3309,59.666668,67.50052
63.0,67.172844,51.8,67.27847
67.75,66.81271,59.875,66.86312
65.75,66.46769,59.0,66.545166
67.0,66.34762,58.125,64.80615
66.666664,66.20058,57.285713,65.28471
65.75,65.88785,55.11111,64.69751
61.5,66.16215,56.5,64.06544
67.22222,66.25169,63.88889,63.875534
69.0,66.48484,63.5,63.504986
64.375,66.90071,63.0,63.295784
67.44444,65.811264,67.75,64.51568
68.125,65.616005,65.75,64.66411
68.888885,65.81092,67.0,64.69805
68.75,66.56505,66.666664,65.862274
67.375,66.57904,65.75,65.95399
68.44444,66.72981,61.5,66.16517
67.75,66.76828,67.22222,66.256485
69.111115,66.80396,69.0,66.31183
68.125,66.7564,64.375,66.28895
67.375,66.78536,67.44444,66.31584
66.875,67.11401,68.125,66.90511
69.333336,67.249214,68.888885,67.000336
66.75,67.48167,68.75,67.26701
67.333336,67.82007,67.375,67.66496
69.25,68.05147,68.44444,67.98189
68.333336,68.233376,67.75,68.18645
69.0,68.24433,69.111115,68.17717
68.375,68.24696,68.125,68.196
65.0,68.2424,67.375,68.22325
68.44444,68.43801,66.875,68.42818
69.25,68.52934,69.333336,68.50966
68.125,68.465515,66.75,68.491776
67.111115,68.35831,67.333336,68.35588
68.25,68.54119,69.25,68.52421
66.75,68.45452,68.333336,68.4647
69.22222,68.4908,69.0,68.48747
69.25,68.655334,68.375,68.6588
67.111115,68.701324,65.0,68.713165
68.75,68.74981,68.44444,68.73626
68.111115,68.73999,69.25,68.73132
69.25,68.48121,68.125,68.486496
68.111115,68.484856,67.111115,68.46109
69.22222,68.70755,68.25,68.70663
69.125,68.752,66.75,68.73332
68.5,68.6054,69.22222,68.581024
69.125,68.637764,69.25,68.61385
68.77778,68.50201,67.111115,68.49154
69.375,68.74472,68.75,68.69023
67.75,68.87571,68.111115,68.85338
68.666664,68.72825,69.25,68.72056
68.875,68.72253,68.111115,68.72155
68.77778,68.718605,69.22222,68.74455
69.625,68.78932,69.125,68.81659
68.125,68.73891,68.5,68.77513
68.875,68.78778,69.125,68.84089
67.55556,68.862144,68.77778,68.93059
69.333336,68.869064,69.375,68.94293
68.75,68.92608,67.75,68.98318
69.44444,68.95799,68.666664,69.02636
69.875,68.98725,68.875,69.05905
69.55556,68.89472,68.77778,68.96968
68.875,68.91993,69.625,68.97252
66.75,68.97439,68.125,69.04154
66.75,68.989426,68.875,69.05155
66.888885,69.064545,67.55556,69.14116
68.25,69.039734,69.333336,69.103676
68.125,69.001175,68.75,69.05702
68.5,68.87928,69.44444,68.937775
68.111115,68.98926,69.875,69.04045
69.333336,69.03229,69.55556,69.097084
59.5,69.09367,68.875,69.16608
68.625,69.14934,66.75,69.25099
68.875,69.185326,66.75,69.29392
69.0,69.10932,66.888885,69.211
69.44444,68.82897,68.25,68.87651
69.14286,68.63141,68.125,68.62594
67.375,68.67927,68.5,68.63841
67.111115,68.798485,68.111115,68.771355
68.666664,68.87491,69.333336,68.85684
69.125,68.84157,59.5,68.8442
69.0,68.847626,68.625,68.86323
68.75,68.959015,68.875,68.98483
69.0,68.82097,69.0,69.02231
69.22222,68.714836,69.44444,68.86199
69.125,68.737854,69.14286,68.85107
69.375,68.783516,67.375,68.87654
68.888885,68.805954,67.111115,68.91207
66.77778,68.94922,68.666664,69.045425
69.0,68.821014,69.125,68.8888
68.375,68.64163,69.0,68.6755
68.375,68.708305,68.75,68.763664
68.375,68.81821,69.0,68.89336
68.125,68.873795,69.22222,68.95985
68.333336,68.92882,69.125,69.02181
68.875,68.98802,69.375,69.08043
68.55556,69.0091,68.888885,69.10146
69.0,69.04453,66.77778,69.133804
69.77778,69.07604,69.0,69.16552
68.5,69.106575,68.375,69.19145
68.333336,68.91375,68.375,68.95549
68.25,68.924614,68.375,68.990746
68.25,69.00159,68.125,69.08154
68.875,68.97025,68.333336,69.052155
70.0,68.93354,68.875,69.02082
0.0,68.90658,68.55556,68.98309
0.0,68.876564,69.0,68.95403
0.0,68.90556,69.77778,68.98769
0.0,68.918495,68.5,68.99826
0.0,68.93509,68.333336,69.019424
0.0,69.049904,68.25,69.14838
0.0,69.027954,68.25,69.119965
0.0,68.94839,68.875,69.02841
0.0,68.92145,70.0,68.9908
0.0,68.9091,0.0,68.97218
0.0,68.961555,0.0,69.03529
0.0,69.15614,0.0,69.248566
0.0,69.69331,0.0,69.92791
0.0,69.20307,0.0,69.492004
0.0,68.34576,0.0,68.73082
0.0,67.54301,0.0,67.44578
0.0,67.74975,0.0,67.351715
0.0,67.94374,0.0,67.368965
0.0,67.791985,0.0,67.23026
0.0,67.66149,0.0,67.23041
0.0,67.647446,0.0,67.28529
0.0,67.623665,0.0,67.35368
0.0,67.62582,0.0,67.40076
0.0,67.67137,0.0,67.4458
0.0,67.6983,0.0,67.46245
0.0,67.721115,0.0,67.47479
0.0,67.744446,0.0,67.487
68.666664,67.76856,0.0,67.50127
68.375,67.79607,0.0,67.51813
67.875,67.81884,0.0,67.53083
68.666664,67.84069,0.0,67.543884
68.25,67.863945,0.0,67.55907
68.666664,67.88517,0.0,67.572266
69.25,67.90916,0.0,67.5873
69.0,67.931,0.0,67.601204
68.5,67.95653,0.0,67.61885
69.111115,67.980034,68.666664,67.63414
67.625,68.0041,68.375,67.648994
69.22222,68.02957,67.875,67.66467
69.25,68.05332,68.666664,68.05245
69.44444,68.0737,68.25,68.073296
69.375,68.201164,68.666664,68.15009
69.666664,68.447395,69.25,68.43838
68.875,68.693375,69.0,68.6693
69.125,68.84041,68.5,68.8676
69.625,68.967545,69.111115,69.03613
69.111115,69.01195,67.625,69.092384
69.625,69.02681,69.22222,69.11303
68.888885,69.04075,69.25,69.13374
68.625,68.94156,69.44444,69.01392
69.25,68.999626,69.375,69.09219
69.5,69.102875,69.666664,69.20905
69.55556,69.15169,68.875,69.25736
68.666664,69.19856,69.125,69.3165
69.25,69.28053,69.625,69.41687
68.75,69.225494,69.111115,69.36628
69.44444,69.17273,69.625,69.308334
69.0,69.192245,68.888885,69.34066
67.875,69.17652,68.625,69.322685
69.22222,69.17958,69.25,69.340675
68.625,69.154015,69.5,69.32635
68.25,69.101494,69.55556,69.267075
69.55556,69.10184,68.666664,69.28452
68.875,69.13808,69.25,69.32192
68.55556,69.130806,68.75,69.29783
67.5,69.08555,69.44444,69.25938
59.75,69.1088,69.0,69.316345
67.625,69.07938,67.875,69.280624
69.22222,69.11574,69.22222,69.32414
69.375,69.10072,68.625,69.313835
68.111115,68.98299,68.25,69.18358
69.25,68.96287,69.55556,69.18331
69.55556,68.98536,68.875,69.199
69.5,68.86351,68.55556,69.08578
68.44444,68.93021,67.5,69.17226
68.125,68.93966,59.75,69.175446
67.5,68.873276,67.625,69.116005
68.22222,68.71257,69.22222,68.93547
69.375,68.84591,69.375,69.03654
68.77778,68.64497,68.111115,68.87375
67.71429,68.6864,69.25,68.97037
69.333336,68.73376,69.55556,69.05449
68.25,68.62735,69.5,68.91799
68.125,68.628944,68.44444,68.91907
68.25,68.73329,68.125,69.049355
68.5,68.74615,67.5,69.08613
67.75,68.66327,68.22222,68.99963
67.666664,68.56826,69.375,68.897354
68.125,68.32732,68.77778,68.697784
67.111115,68.243195,67.71429,68.66155
66.875,68.43053,69.333336,68.85147
67.77778,68.40924,68.25,68.86932
68.875,68.265945,68.125,68.729454
67.666664,68.27316,68.25,68.75149
67.875,68.283295,68.5,68.71823
67.55556,68.17629,67.75,68.58255
67.125,68.16257,67.666664,68.53535
58.625,68.23561,68.125,68.522385
58.42857,68.209465,67.111115,68.37091
68.833336,68.18367,66.875,68.25794
68.55556,68.22516,67.77778,68.27631
68.0,68.10921,68.875,68.133224
69.0,68.02662,67.666664,68.03454
68.125,68.01747,67.875,68.01863
68.55556,68.2471,67.55556,68.27276
68.71429,68.216156,67.125,68.23414
68.888885,68.24209,58.625,68.25935
68.25,68.22166,58.42857,68.23359
69.22222,68.11113,68.833336,68.11479
68.888885,68.22229,68.55556,68.25151
68.125,67.87868,68.0,67.51683
68.666664,68.66004,69.0,68.70946
69.125,68.51448,68.125,68.59071
69.111115,68.346725,68.55556,68.40769
67.75,68.31514,68.71429,68.40123
68.55556,68.29548,68.888885,68.37887
65.28571,68.29262,68.25,68.408714
67.0,68.33333,69.22222,68.53687
67.5,68.40236,68.888885,68.61614
69.375,68.35938,68.125,68.55804
65.875,68.440384,68.666664,68.68469
68.25,68.47063,69.125,68.69522
65.75,68.419754,69.111115,68.64045
68.75,68.38539,67.75,68.633316
68.333336,68.413124,68.55556,68.66277
68.625,68.40818,65.28571,68.60228
68.125,68.255066,67.0,68.42363
67.125,68.22586,67.5,68.39533
65.375,67.982124,69.375,68.115234
65.625,67.758965,65.875,67.86106
69.333336,67.75987,68.25,67.88531
69.44444,67.99298,65.75,68.15847
66.25,67.75898,68.75,67.88965
68.22222,67.759995,68.333336,67.89041
67.875,67.62716,68.625,67.71159
67.5,67.688896,68.125,67.80815
67.125,67.71187,67.125,67.88529
68.77778,67.722916,65.375,67.94114
68.625,67.59026,65.625,67.87065
65.75,67.73212,69.333336,67.90732
66.375,67.49695,69.44444,67.80396
68.333336,67.35746,66.25,67.72041
64.75,67.76848,68.22222,68.02769
67.77778,67.881,67.875,68.089554
68.0,67.78852,67.5,67.96159
66.333336,67.82875,67.125,68.02793
63.375,67.81004,68.77778,68.038826
67.75,67.75097,68.625,67.944695
69.0,67.65358,65.75,67.89929
68.5,67.70244,66.375,68.00018
67.22222,67.6604,68.333336,68.0197
69.25,67.5203,64.75,67.87197
59.444443,67.37178,67.77778,67.76939
66.625,67.24486,68.0,67.66455
67.375,67.17583,66.333336,67.53657
67.22222,67.16138,63.375,67.55439
66.875,66.970184,67.75,67.41615
65.0,66.84471,69.0,67.307556
65.75,66.641495,68.5,67.13284
68.25,66.5744,67.22222,67.16353
68.5,66.53364,69.25,67.09255
66.888885,66.64765,59.444443,67.20771
68.25,66.65716,66.625,67.186745
61.88889,66.80386,67.375,67.465
65.75,66.61717,67.22222,67.220245
67.5,66.345085,66.875,66.97151
63.25,66.29559,65.0,66.93595
67.333336,66.336555,65.75,66.96337
69.125,66.316025,68.25,66.974434
62.0,66.1912,68.5,66.8943
66.25,66.018875,66.888885,66.779594
64.0,65.95647,68.25,66.741264
65.44444,66.04085,61.88889,66.81223
65.666664,65.99343,65.75,66.79691
66.375,66.13873,67.5,66.9876
67.25,65.81757,63.25,66.70723
54.375,65.93257,67.333336,66.788956
62.11111,65.986206,69.125,66.66825
62.75,65.868,62.0,66.525665
59.11111,65.78342,66.25,66.486786
62.77778,65.774956,64.0,66.46751
61.42857,65.598434,65.44444,66.23222
68.333336,65.736824,65.666664,66.261475
65.111115,65.855095,66.375,66.208626
66.125,65.67493,67.25,65.85892
67.0,65.32845,54.375,65.53452
63.333332,65.39646,62.11111,65.50561
60.22222,65.63982,62.75,65.70297
62.25,65.545586,59.11111,65.40316
63.22222,65.437096,62.77778,65.12791
60.666668,65.31796,61.42857,64.95997
65.0,65.47774,68.333336,64.681885
66.44444,65.472694,65.111115,64.61226
66.75,65.372185,66.125,64.50263
67.0,66.07079,67.0,65.129486
67.22222,66.00129,63.333332,64.98343
66.875,66.235405,60.22222,65.33612
65.888885,66.46786,62.25,65.6493
66.25,66.39678,63.22222,65.48463
67.111115,66.32168,60.666668,65.34174
67.375,66.22487,65.0,65.201744
66.666664,66.50244,66.44444,65.448074
67.5,66.67219,66.75,65.4604
67.22222,66.91061,67.0,65.70419
68.22222,67.153595,67.22222,65.9279
66.111115,67.17403,66.875,66.13938
67.5,67.4822,65.888885,66.52766
68.888885,67.51035,66.25,66.753365
68.25,67.58043,67.111115,66.958275
69.0,67.4753,67.375,66.91667
66.111115,67.54318,66.666664,67.071655
68.0,67.58866,67.5,67.23028
66.44444,67.72088,67.22222,67.40204
68.22222,67.710915,68.22222,67.40047
68.44444,67.8525,66.111115,67.5771
68.625,68.009186,67.5,67.77629
68.22222,68.07254,68.888885,67.98112
68.0,67.979454,68.25,67.80118
67.888885,67.92973,69.0,67.8819
68.125,68.03758,66.111115,68.2391
68.888885,68.030014,68.0,68.24355
69.125,68.00614,66.44444,68.34118
67.77778,67.86957,68.22222,68.079216
67.625,67.93258,68.44444,68.072945
68.125,67.92182,68.625,67.90327
68.0,67.844666,68.22222,68.12025
66.875,67.91439,68.0,68.27192
66.333336,67.9223,67.888885,68.364655
68.125,67.89321,68.125,68.357925
68.22222,67.77543,68.888885,68.27946
66.666664,67.62874,69.125,68.16604
66.55556,67.4372,67.77778,68.04961
66.875,67.46862,67.625,68.15924
65.44444,67.45131,68.125,68.22658
65.333336,67.33324,68.0,68.08932
66.333336,67.19066,66.875,67.99274
66.77778,67.187836,66.333336,67.96356
66.625,67.20801,68.125,67.93182
65.333336,67.02502,68.22222,67.731674
66.25,66.6979,66.666664,67.38672
65.55556,66.714424,66.55556,67.55085
65.375,66.71788,66.875,67.566734
65.666664,66.55102,65.44444,67.28404
67.375,66.3961,65.333336,67.13037
65.55556,66.42375,66.333336,67.08837
67.44444,66.28248,66.77778,66.82137
65.333336,66.119545,66.625,66.59841
65.0,66.12293,65.333336,66.56736
65.125,66.14883,66.25,66.58465
59.875,66.1001,65.55556,66.51124
67.0,65.97879,65.375,66.272026
65.111115,66.0064,65.666664,66.24133
65.5,65.913734,67.375,66.043655
65.125,65.86596,65.55556,65.945305
64.375,65.84523,67.44444,65.86177
64.75,66.00716,65.333336,66.11274
64.888885,65.99605,65.0,66.034035
66.77778,66.11429,65.125,66.26418
67.0,66.09711,59.875,66.07138
65.44444,65.978745,67.0,65.90052
66.0,65.925255,65.111115,65.8258
64.111115,66.00638,65.5,65.76638
64.888885,66.214325,65.125,66.106606
66.25,65.98027,64.375,65.816666
67.666664,65.97519,64.75,65.81587
63.25,65.94844,64.888885,65.7706
67.22222,65.904434,66.77778,65.67835
65.888885,65.87144,67.0,65.63062
66.625,65.91549,65.44444,65.67629
64.125,66.01683,66.0,65.868416
63.333332,66.070786,64.111115,65.98203
66.111115,66.069,64.888885,66.015785
64.25,66.05878,66.25,65.99263
55.125,66.09382,67.666664,65.94606
62.88889,66.062256,63.25,65.86647
67.111115,66.15389,67.22222,65.98349
64.875,66.27012,65.888885,66.20281
66.0,66.04699,66.625,65.88142
66.0,66.289,64.125,66.26053
67.44444,66.2348,63.333332,66.17075
66.625,66.334,66.111115,66.30196
67.333336,66.24913,64.25,66.11286
64.888885,66.05694,55.125,65.80437
65.14286,66.12496,62.88889,65.97455
66.28571,66.033844,67.111115,65.82922
67.0,66.63472,64.875,66.151215
60.444443,66.457,66.0,66.01405
65.5,66.6478,66.0,66.34417
65.333336,66.34742,67.44444,66.015396
65.14286,66.3839,66.625,66.05139
58.88889,66.35736,67.333336,66.070244
67.55556,66.39622,64.888885,66.296646
64.666664,66.31184,65.14286,66.2756
57.22222,66.39205,66.28571,66.45059
67.625,66.34456,67.0,66.27877
57.0,66.33425,60.444443,66.192406
58.875,66.26767,65.5,66.186264
66.333336,66.34404,65.333336,66.363525
67.125,66.50993,65.14286,66.365425
68.333336,66.400856,58.88889,66.24149
68.375,66.31852,67.55556,66.12256
66.44444,66.15999,64.666664,65.94202
66.55556,66.427475,57.22222,66.03295
68.666664,66.59733,67.625,66.451385
66.666664,66.56898,57.0,66.25755
66.625,66.66953,58.875,66.24016
59.88889,66.804504,66.333336,66.62429
68.111115,66.86478,67.125,66.36883
67.25,67.43058,68.333336,66.62787
66.0,67.129616,68.375,66.723755
68.0,67.33101,66.44444,66.89863
66.666664,67.47635,66.55556,67.090065
67.375,67.676254,68.666664,67.48619
68.333336,67.55496,66.666664,67.40234
67.75,67.35853,66.625,67.19723
67.125,67.45734,59.88889,67.439255
66.666664,67.606926,68.111115,67.44868
66.71429,67.729256,67.25,67.39826
61.88889,67.4719,66.0,67.186844
68.333336,67.81352,68.0,67.78903
68.375,67.739586,66.666664,67.688644
67.44444,67.56576,67.375,67.36119
66.125,67.73194,68.333336,67.512596
67.44444,67.82795,67.75,67.5837
68.55556,67.75914,67.125,67.54485
60.22222,67.77999,66.666664,67.67556
68.5,67.79711,66.71429,67.77878
68.0,67.91645,61.88889,67.81938
66.125,67.86199,68.333336,67.68924
67.333336,67.78895,68.375,67.66478
65.666664,67.72266,67.44444,67.48066
68.44444,68.153946,66.125,68.02808
68.55556,68.267426,67.44444,68.16533
67.888885,68.160324,68.55556,67.96405
68.666664,68.05872,60.22222,67.79038
67.666664,68.273506,68.5,68.02667
68.875,68.381905,68.0,68.26261
68.44444,68.313354,66.125,68.2917
68.55556,68.6499,67.333336,68.53444
68.77778,68.66,65.666664,68.52711
67.44444,68.120544,68.44444,67.88056
69.77778,68.11171,68.55556,67.95356
69.666664,68.094475,67.888885,67.82097
68.5,68.388176,68.666664,68.15068
68.666664,68.44121,67.666664,68.362885
69.888885,68.41243,68.875,68.294525
68.75,68.62597,68.44444,68.48303
69.125,68.66244,68.55556,68.545296
68.55556,68.622826,68.77778,68.57328
70.0,68.76199,67.44444,68.7151
69.875,68.66126,69.77778,68.665535
68.111115,68.671196,69.666664,68.6566
69.77778,68.70891,68.5,68.61708
69.125,68.79181,68.666664,68.75092
68.666664,68.972275,69.888885,69.04676
69.75,68.79106,68.75,68.81665
68.44444,68.734,69.125,68.723526
68.77778,68.797745,68.55556,68.88203
70.0,68.640144,70.0,68.76762
68.77778,68.59269,69.875,68.70273
61.25,68.67283,68.111115,68.79017
69.333336,68.659904,69.77778,68.91702
68.77778,68.66986,69.125,68.96989
69.0,68.52064,68.666664,68.789246
68.44444,68.53051,69.75,68.86922
69.22222,68.51091,68.44444,68.8344
69.333336,68.49367,68.77778,68.82342
69.0,68.40542,70.0,68.779655
67.666664,68.22466,68.77778,68.612976
68.57143,68.17588,61.25,68.553795
69.0,68.26936,69.333336,68.662415
68.375,68.27283,68.77778,68.62434
69.22222,68.340225,69.0,68.66281
66.75,68.250595,68.44444,68.6622
68.666664,68.26981,69.22222,68.60735
68.5,68.1907,69.333336,68.507774
69.22222,68.12375,69.0,68.47637
68.666664,68.25893,67.666664,68.62513
69.0,68.32618,68.57143,68.68547
66.375,68.366234,69.0,68.76174
68.375,68.2006,68.375,68.57577
69.333336,68.19086,69.22222,68.56462
68.125,68.23774,66.75,68.58524
68.333336,68.232605,68.666664,68.54433
66.77778,68.29441,68.5,68.60203
68.25,68.11845,69.22222,68.33124
68.0,68.15761,68.666664,68.31817
68.333336,68.21904,69.0,68.319046
67.625,68.25582,66.375,68.36101
68.44444,68.241714,68.375,68.34672
69.111115,68.289,69.333336,68.40166
69.0,68.060326,68.125,68.14314
67.75,68.05951,68.333336,68.14959
68.666664,68.21298,66.77778,68.32004
69.77778,68.15629,68.25,68.2554
68.77778,68.0551,68.0,68.16291
69.44444,67.96955,68.333336,68.054184
67.875,67.9386,67.625,68.031204
60.11111,67.91913,68.44444,68.025215
69.0,67.94876,69.111115,68.067474
67.625,67.870384,69.0,68.00956
68.888885,67.89565,67.75,68.040085
67.625,67.93831,68.666664,68.114075
67.0,68.009735,69.77778,68.20044
68.55556,67.955284,68.77778,68.11834
68.25,67.93115,69.44444,68.110085
56.5,68.13423,67.875,68.32668
66.44444,68.20017,60.11111,68.37545
68.666664,68.21325,69.0,68.40622
67.55556,68.158104,67.625,68.341644
66.375,68.10793,68.888885,68.36265
67.0,67.97525,67.625,68.235916
69.44444,67.972336,67.0,68.17066
66.666664,67.845924,68.55556,68.01482
67.77778,67.77803,68.25,67.95247
66.5,67.771835,56.5,67.857285
67.666664,67.68651,66.44444,67.82197
68.77778,67.67351,68.666664,67.85957
60.0,67.83987,67.55556,68.03492
68.85714,67.55969,66.375,67.784904
65.875,67.19811,67.0,67.663956
63.875,67.098,69.44444,67.465965
67.111115,66.886635,66.666664,67.305695
62.77778,66.62541,67.77778,67.15864
66.0,66.64038,66.5,67.27566
67.22222,66.56535,67.666664,67.16374
67.75,66.52377,68.77778,67.11413
67.22222,66.93929,60.0,67.35459
67.875,67.081795,68.85714,67.516426
62.333332,67.14702,65.875,67.61236
66.44444,67.17514,63.875,67.66081
64.375,67.059395,67.111115,67.46474
66.0,66.763145,62.77778,67.15952
64.22222,66.58694,66.0,66.91341
66.57143,66.6579,67.22222,67.0782
65.375,66.25449,67.75,66.692276
67.0,66.245865,67.22222,66.75436
61.5,66.20881,67.875,66.66963
64.5,66.1793,62.333332,66.65609
59.11111,66.03083,66.44444,66.50691
57.22222,66.020966,64.375,66.60828
60.0,65.64157,66.0,66.126915
0.0,65.88655,64.22222,66.44154
0.0,65.60762,66.57143,66.16458
0.0,65.60271,65.375,66.16441
0.0,65.53848,67.0,66.02233
0.0,65.30656,61.5,65.80317
0.0,65.14886,64.5,65.77895
0.0,65.031815,59.11111,65.7255
0.0,64.96443,57.22222,65.57663
0.0,65.11017,60.0,65.9187
0.0,64.47857,0.0,65.30539
0.0,63.974052,0.0,64.81274
0.0,63.229507,0.0,64.50144
0.0,64.851746,0.0,65.16108
0.0,65.27017,0.0,65.479126
0.0,65.26024,0.0,65.494705
0.0,65.65873,0.0,65.884834
61.6,65.80911,0.0,66.04637
64.75,65.95657,0.0,66.27046
57.9,66.09165,0.0,66.44842
67.22222,66.90482,0.0,67.2953
59.875,67.11808,0.0,67.5029
66.0,67.165985,0.0,67.57915
51.375,67.17128,0.0,67.58583
59.125,67.10701,0.0,67.52157
56.25,67.09513,0.0,67.50815
62.11111,67.07736,61.6,67.48918
64.875,67.05732,64.75,67.467606
59.666668,67.03863,57.9,67.44712
64.375,64.83588,67.22222,65.19601
61.11111,64.72442,59.875,65.01496
63.625,63.70145,66.0,63.14366
63.0,64.398705,51.375,63.69998
64.25,64.00523,59.125,62.840797
66.375,63.657013,56.25,62.635826
67.77778,63.055447,62.11111,61.90621
61.25,63.865273,64.875,62.65155
62.333332,64.016365,59.666668,62.410496
58.333332,64.55256,64.375,63.246914
65.125,64.63493,61.11111,63.57337
68.111115,65.02471,63.625,63.74047
68.125,65.61904,63.0,64.14158
66.5,65.96893,64.25,64.20869
67.57143,65.962166,66.375,64.548485
69.22222,65.915825,67.77778,64.55307
69.75,66.063736,61.25,64.71031
67.85714,66.089264,62.333332,64.85587
67.55556,66.52109,58.333332,65.41722
66.22222,66.69407,65.125,65.390396
66.875,66.5197,68.111115,65.31337
67.55556,66.85099,68.125,65.53237
67.9,66.88019,66.5,65.6539
68.5,67.39131,67.57143,66.17569
65.5,67.563805,69.22222,66.58777
67.625,67.55449,69.75,66.74829
65.75,67.786476,67.85714,67.14723
67.22222,68.01085,67.55556,67.68333
67.44444,68.15421,66.22222,68.04436
67.75,68.16017,66.875,68.11944
67.75,67.990875,67.55556,68.00922
68.0,67.93516,67.9,67.87835
67.44444,67.836754,68.5,67.80506
67.875,68.014404,65.5,68.00744
67.5,68.0538,67.625,68.122536
68.75,68.15666,65.75,68.291466
68.333336,67.83427,67.22222,67.90518
67.333336,67.69789,67.44444,67.85224
68.0,67.498566,67.75,67.54898
67.5,67.50323,67.75,67.58006
65.44444,67.49699,68.0,67.611374
67.625,67.62259,67.44444,67.71892
67.0,67.66486,67.875,67.84415
68.333336,67.65314,67.5,68.03132
68.5,67.64819,68.75,68.02362
66.0,67.572044,68.333336,68.1198
66.625,67.47373,67.333336,68.048485
67.333336,67.48052,68.0,68.190216
66.5,67.53679,67.5,68.24516
66.625,67.46863,65.44444,68.11435
67.888885,67.3484,67.625,68.006996
67.75,67.20963,67.0,67.871216
67.5,66.715866,68.333336,67.43206
64.28571,66.66907,68.5,67.46327
66.44444,66.63136,66.0,67.3868
67.375,66.59157,66.625,67.4783
65.875,66.59558,67.333336,67.59031
64.875,66.32514,66.5,67.264
65.77778,65.94107,66.625,66.99932
68.625,65.86153,67.888885,67.01444
64.375,65.71306,67.75,66.78967
65.44444,65.56212,67.5,66.61289
65.375,65.67939,64.28571,66.78592
65.0,65.77894,66.44444,66.84689
65.55556,65.80826,67.375,66.79378
63.5,65.45497,65.875,66.27595
65.28571,65.49863,64.875,66.238266
59.22222,65.851364,65.77778,66.46548
67.25,65.81906,68.625,66.33652
66.22222,65.64726,64.375,66.04116
64.875,65.73519,65.44444,66.0612
62.88889,66.03373,65.375,66.48329
65.125,65.92759,65.0,66.137794
66.375,65.733444,65.55556,65.98228
62.22222,65.80851,63.5,65.88542
64.833336,65.737206,65.28571,65.82345
65.22222,65.77534,59.22222,65.82342
65.44444,65.53786,67.25,65.47838
65.75,65.52348,66.22222,65.504974
66.888885,65.54265,64.875,65.399216
66.125,65.96531,62.88889,65.915565
64.5,66.04613,65.125,65.95724
66.125,65.85165,66.375,65.73748
63.625,65.618095,62.22222,65.42547
66.77778,65.701225,64.833336,65.52811
67.0,65.82283,65.22222,65.69852
65.0,65.54588,65.44444,65.35953
64.25,65.643616,65.75,65.43943
63.333332,65.696266,66.888885,65.48038
63.0,65.77518,66.125,65.56433
67.55556,65.90683,64.5,65.69145
66.25,66.10296,66.125,65.94445
64.25,66.13866,63.625,65.97828
65.77778,66.08975,66.77778,65.87595
66.71429,66.133064,67.0,65.944244
68.0,65.96727,65.0,65.711136
65.75,66.16461,64.25,65.9672
66.666664,66.35217,63.333332,66.17983
67.14286,66.3143,63.0,66.1358
63.625,66.18805,67.55556,65.92516
63.88889,66.05473,66.25,65.68965
66.875,65.951965,64.25,65.514854
66.55556,66.1927,65.77778,65.94193
64.75,66.3029,66.71429,66.05852
65.888885,66.203316,68.0,65.91067
66.888885,66.24379,65.75,66.00562
66.333336,66.34101,66.666664,66.14918
67.5,66.56272,67.14286,66.47816
66.44444,66.516525,63.625,66.40566
66.875,66.546814,63.88889,66.459404
66.125,66.69598,66.875,66.64427
64.44444,66.42388,66.55556,66.24173
67.5,66.24541,64.75,65.91638
65.0,66.435684,65.888885,66.20228
